"origin","destination","lane","bookings"
dalmiapuram,tirunelveli,dalmiapuram-tirunelveli,1
dalmiapuram,tiruppur,dalmiapuram-tiruppur,5
dalmiapuram,udumalaipettai,dalmiapuram-udumalaipettai,16
dalmiapuram,vellore,dalmiapuram-vellore,3
dalmiapuram,virudhunagar,dalmiapuram-virudhunagar,1
daman,bhiwandi,daman-bhiwandi,1
daman,pune,daman-pune,1
daman,silvassa,daman-silvassa,1
dankuni,bhagalpur,dankuni-bhagalpur,2
dankuni,bhubaneswar,dankuni-bhubaneswar,5
dankuni,burdwan,dankuni-burdwan,2
dankuni,cuttack,dankuni-cuttack,14
dankuni,devla,dankuni-devla,2
dankuni,durgapur,dankuni-durgapur,2
dankuni,guwahati,dankuni-guwahati,1
dankuni,jamshedpur,dankuni-jamshedpur,19
dankuni,malda,dankuni-malda,34
dankuni,muzaffarpur,dankuni-muzaffarpur,15
dankuni,patna,dankuni-patna,33
dankuni,raipur,dankuni-raipur,17
dankuni,ranchi,dankuni-ranchi,15
dankuni,siliguri,dankuni-siliguri,39
dapode,bhiwandi,dapode-bhiwandi,29
datia,gotegaon,datia-gotegaon,26
datia,jabalpur,datia-jabalpur,2
datia,pithampur,datia-pithampur,55
datia,sanchi,datia-sanchi,36
dehradun,zirakpur,dehradun-zirakpur,1
delhi_ncr,bangalore,delhi_ncr-bangalore,3
delhi_ncr,chennai,delhi_ncr-chennai,13
delhi_ncr,guwahati,delhi_ncr-guwahati,3
delhi_ncr,hyderabad,delhi_ncr-hyderabad,2
delhi_ncr,jaipur,delhi_ncr-jaipur,1
delhi_ncr,krishnagiri,delhi_ncr-krishnagiri,1
delhi_ncr,lucknow,delhi_ncr-lucknow,1
delhi_ncr,meerut,delhi_ncr-meerut,2
delhi_ncr,mumbai,delhi_ncr-mumbai,1
delhi_ncr,nagpur,delhi_ncr-nagpur,2
delhi_ncr,pune,delhi_ncr-pune,1
delhi_ncr,vapi,delhi_ncr-vapi,1
delhi_ncr,zirakpur,delhi_ncr-zirakpur,1
dera_bassi,ambala,dera_bassi-ambala,1
dera_bassi,hisar,dera_bassi-hisar,2
dera_bassi,ludhiana,dera_bassi-ludhiana,2
devarayamjal,metpally,devarayamjal-metpally,9
devarayamjal,visakhapatnam,devarayamjal-visakhapatnam,1
dewas,patna,dewas-patna,3
dewas,saraikela,dewas-saraikela,3
dhanbad,siliguri,dhanbad-siliguri,1
dhankot,bihar_sharif,dhankot-bihar_sharif,2
dhar,anantapur,dhar-anantapur,16
dhulagari,asansol,dhulagari-asansol,1
dhulagari,baddi,dhulagari-baddi,1
dhulagari,bhagalpur,dhulagari-bhagalpur,1
dhulagari,bhubaneswar,dhulagari-bhubaneswar,59
dhulagari,champa,dhulagari-champa,3
dhulagari,chinsurah,dhulagari-chinsurah,1
dhulagari,coimbatore,dhulagari-coimbatore,58
dhulagari,cuttack,dhulagari-cuttack,75
dhulagari,guwahati,dhulagari-guwahati,216
dhulagari,indore,dhulagari-indore,1
dhulagari,jhargram,dhulagari-jhargram,1
dhulagari,khordha,dhulagari-khordha,46
dhulagari,lucknow,dhulagari-lucknow,1
dhulagari,munger,dhulagari-munger,1
dhulagari,new_town,dhulagari-new_town,2
dhulagari,patna,dhulagari-patna,179
dhulagari,phulia,dhulagari-phulia,1
dhulagari,raipur,dhulagari-raipur,32
dhulagari,ramdaspur,dhulagari-ramdaspur,1
dhulagari,ranchi,dhulagari-ranchi,109
dhulagari,siliguri,dhulagari-siliguri,132
dhulagari,singur,dhulagari-singur,1
dhulagari,srirampur,dhulagari-srirampur,1
dhulagari,tangi,dhulagari-tangi,24
dhulagari,vijayawada,dhulagari-vijayawada,1
dhule,bengaluru,dhule-bengaluru,4
dhule,delhi,dhule-delhi,9
dhule,hyderabad,dhule-hyderabad,3
dhuri,alwar,dhuri-alwar,6
dhuri,ludhiana,dhuri-ludhiana,15
dindigul,chennai,dindigul-chennai,1
dindigul,ghaziabad,dindigul-ghaziabad,1
dindigul,sahibabad,dindigul-sahibabad,4
dobbaspet,bhiwandi,dobbaspet-bhiwandi,1
dobbaspet,chennai,dobbaspet-chennai,261
dobbaspet,coimbatore,dobbaspet-coimbatore,278
dobbaspet,hubli,dobbaspet-hubli,77
dobbaspet,hyderabad,dobbaspet-hyderabad,28
dobbaspet,vellikulam,dobbaspet-vellikulam,1
dobbaspet,vijayawada,dobbaspet-vijayawada,7
doddaballapura,hoskote,doddaballapura-hoskote,1
doddaballapura,mysuru,doddaballapura-mysuru,1
dujana,bhadohi_nagar_palika,dujana-bhadohi_nagar_palika,1
dujana,jalandhar,dujana-jalandhar,7
dujana,ludhiana,dujana-ludhiana,1
eluru,mangaluru,eluru-mangaluru,1
eluru,visakhapatnam,eluru-visakhapatnam,4
enikepadu,kadapa,enikepadu-kadapa,4
enikepadu,kakinada,enikepadu-kakinada,3
enikepadu,vijayawada,enikepadu-vijayawada,2
enikepadu,visakhapatnam,enikepadu-visakhapatnam,13
ernakulam,alappuzha,ernakulam-alappuzha,32
ernakulam,bahadurgarh,ernakulam-bahadurgarh,1
ernakulam,bengaluru,ernakulam-bengaluru,12
ernakulam,bhiwandi,ernakulam-bhiwandi,2
ernakulam,bhubaneswar,ernakulam-bhubaneswar,1
ernakulam,chennai,ernakulam-chennai,4
ernakulam,cuttack,ernakulam-cuttack,1
ernakulam,hubli,ernakulam-hubli,1
ernakulam,hyderabad,ernakulam-hyderabad,3
ernakulam,indore,ernakulam-indore,13
ernakulam,kannur,ernakulam-kannur,2
ernakulam,karikkali,ernakulam-karikkali,3
ernakulam,kochi,ernakulam-kochi,12
ernakulam,kollam,ernakulam-kollam,22
ernakulam,kottayam,ernakulam-kottayam,29
ernakulam,kozhikode,ernakulam-kozhikode,10
ernakulam,kudatini,ernakulam-kudatini,136
ernakulam,madukkarai,ernakulam-madukkarai,672
ernakulam,malappuram,ernakulam-malappuram,6
ernakulam,nagpur,ernakulam-nagpur,1
ernakulam,ndl,ernakulam-ndl,2
ernakulam,palakkad,ernakulam-palakkad,2
ernakulam,pathanamthitta,ernakulam-pathanamthitta,8
ernakulam,patna,ernakulam-patna,1
ernakulam,puliyur,ernakulam-puliyur,15
ernakulam,pune,ernakulam-pune,16
ernakulam,raipur,ernakulam-raipur,2
ernakulam,ranchi,ernakulam-ranchi,1
ernakulam,thiruvalla,ernakulam-thiruvalla,4
ernakulam,thondebavi,ernakulam-thondebavi,66
ernakulam,thrissur,ernakulam-thrissur,118
ernakulam,tvm,ernakulam-tvm,90
ernakulam,visakhapatnam,ernakulam-visakhapatnam,3
ernakulam,wayanad,ernakulam-wayanad,1
etah,sandila,etah-sandila,1
farakka,katihar,farakka-katihar,1385
faridabad,bawal,faridabad-bawal,1
faridabad,chennai,faridabad-chennai,1
faridabad,gurgaon,faridabad-gurgaon,3
faridabad,luhari,faridabad-luhari,2
faridabad,noida,faridabad-noida,3
faridabad,tepla,faridabad-tepla,6
fatapukur,cooch_behar,fatapukur-cooch_behar,1
fatapukur,falakata,fatapukur-falakata,3
fatapukur,kaliachak,fatapukur-kaliachak,2
fatapukur,malda,fatapukur-malda,3
fatapukur,ranchi,fatapukur-ranchi,3
fatapukur,ratua,fatapukur-ratua,1
gadarwara,nagpur,gadarwara-nagpur,2
gajuwaka_part,bengaluru,gajuwaka_part-bengaluru,1
gajuwaka_part,hubli,gajuwaka_part-hubli,1
ganaur,guwahati,ganaur-guwahati,1
gandhidham,agra,gandhidham-agra,9
gandhidham,amritsar,gandhidham-amritsar,4
gandhidham,bhilwara,gandhidham-bhilwara,2
gandhidham,bhiwandi,gandhidham-bhiwandi,4
gandhidham,ludhiana,gandhidham-ludhiana,1
gandhidham,pune,gandhidham-pune,2
gandhidham,ranchi,gandhidham-ranchi,1
gandhidham,surat,gandhidham-surat,1
gangadhara_nellore,contai,gangadhara_nellore-contai,2
ghanaur,ambala,ghanaur-ambala,1
ghanaur,madlauda,ghanaur-madlauda,1
ghanaur,panchkula,ghanaur-panchkula,1
ghanaur,shahbad,ghanaur-shahbad,1
ghanaur,sonipat,ghanaur-sonipat,1
ghanaur,yamuna_nagar,ghanaur-yamuna_nagar,1
ghatprabha,hoskote,ghatprabha-hoskote,5
ghaziabad,agra,ghaziabad-agra,9
ghaziabad,ahmedabad,ghaziabad-ahmedabad,20
ghaziabad,ambala,ghaziabad-ambala,30
ghaziabad,ambala_cantt,ghaziabad-ambala_cantt,1
ghaziabad,bangalore,ghaziabad-bangalore,17
ghaziabad,bareilly,ghaziabad-bareilly,4
ghaziabad,bhiwandi,ghaziabad-bhiwandi,28
ghaziabad,bhubaneswar,ghaziabad-bhubaneswar,19
ghaziabad,chennai,ghaziabad-chennai,9
ghaziabad,coimbatore,ghaziabad-coimbatore,5
ghaziabad,dadri,ghaziabad-dadri,2
ghaziabad,guwahati,ghaziabad-guwahati,10
ghaziabad,hajipur,ghaziabad-hajipur,1
ghaziabad,hubli,ghaziabad-hubli,1
ghaziabad,hyderabad,ghaziabad-hyderabad,7
ghaziabad,indore,ghaziabad-indore,12
ghaziabad,jaipur,ghaziabad-jaipur,10
ghaziabad,jhajjhar,ghaziabad-jhajjhar,2
ghaziabad,jhansi,ghaziabad-jhansi,1
ghaziabad,kanpur,ghaziabad-kanpur,11
ghaziabad,kolkata,ghaziabad-kolkata,35
ghaziabad,lucknow,ghaziabad-lucknow,29
ghaziabad,nagpur,ghaziabad-nagpur,6
ghaziabad,patna,ghaziabad-patna,25
ghaziabad,pune,ghaziabad-pune,10
ghaziabad,raipur,ghaziabad-raipur,17
ghaziabad,ranchi,ghaziabad-ranchi,12
ghaziabad,rupnagar,ghaziabad-rupnagar,1
ghaziabad,siliguri,ghaziabad-siliguri,16
ghaziabad,sonipat,ghaziabad-sonipat,8
ghaziabad,tepla,ghaziabad-tepla,5
ghaziabad,varanasi,ghaziabad-varanasi,26
ghaziabad,vijayawada,ghaziabad-vijayawada,1
ghugus,ahmednagar,ghugus-ahmednagar,1
ghugus,akola,ghugus-akola,48
ghugus,amgaon,ghugus-amgaon,1
ghugus,amravati,ghugus-amravati,94
ghugus,arni,ghugus-arni,4
ghugus,ashti,ghugus-ashti,6
ghugus,aurangabad,ghugus-aurangabad,44
ghugus,balaghat,ghugus-balaghat,1
ghugus,beed,ghugus-beed,120
ghugus,bodhegaon,ghugus-bodhegaon,10
ghugus,charthana,ghugus-charthana,2
ghugus,chikhli,ghugus-chikhli,1
ghugus,chindwara,ghugus-chindwara,1
ghugus,daulawadgaon,ghugus-daulawadgaon,21
ghugus,degloor,ghugus-degloor,8
ghugus,dhule,ghugus-dhule,2
ghugus,georai,ghugus-georai,2
ghugus,gondia,ghugus-gondia,1
ghugus,guwahati,ghugus-guwahati,1
ghugus,hadgaon,ghugus-hadgaon,1
ghugus,himayatnagar,ghugus-himayatnagar,7
ghugus,hingoli,ghugus-hingoli,7
ghugus,jalgaon,ghugus-jalgaon,3
ghugus,jalna,ghugus-jalna,51
ghugus,jintur,ghugus-jintur,1
ghugus,kannad,ghugus-kannad,1
ghugus,karimnagar,ghugus-karimnagar,4
ghugus,katol,ghugus-katol,2
ghugus,khamgaon,ghugus-khamgaon,9
ghugus,kondhali,ghugus-kondhali,1
ghugus,kp,ghugus-kp,1
ghugus,mancherial,ghugus-mancherial,7
ghugus,nagpur,ghugus-nagpur,9
ghugus,nanded,ghugus-nanded,38
ghugus,nashik,ghugus-nashik,3
ghugus,niphad,ghugus-niphad,1
ghugus,paithan,ghugus-paithan,2
ghugus,palam,ghugus-palam,4
ghugus,parasia,ghugus-parasia,1
ghugus,parbhani,ghugus-parbhani,355
ghugus,phulambri,ghugus-phulambri,1
ghugus,pusad,ghugus-pusad,21
ghugus,rajura,ghugus-rajura,1
ghugus,risod,ghugus-risod,5
ghugus,shengaon,ghugus-shengaon,1
ghugus,shirur,ghugus-shirur,6
ghugus,shrirampur,ghugus-shrirampur,1
ghugus,sillod,ghugus-sillod,2
ghugus,talegaon,ghugus-talegaon,1
ghugus,warangal,ghugus-warangal,2
ghugus,washim,ghugus-washim,55
ghugus,yavatmal,ghugus-yavatmal,45
ghugus,yeola,ghugus-yeola,1
ginigera,adoor,ginigera-adoor,1
ginigera,aduru,ginigera-aduru,4
ginigera,agadi,ginigera-agadi,3
ginigera,ajjampur,ginigera-ajjampur,1
ginigera,akki_alur,ginigera-akki_alur,3
ginigera,alnavar,ginigera-alnavar,4
ginigera,alur,ginigera-alur,1
ginigera,alwandi,ginigera-alwandi,6
ginigera,ambikanagar,ginigera-ambikanagar,1
ginigera,ammenalli,ginigera-ammenalli,2
ginigera,amminalli,ginigera-amminalli,4
ginigera,ankalgi,ginigera-ankalgi,3
ginigera,ankola,ginigera-ankola,1
ginigera,annigeri,ginigera-annigeri,4
ginigera,arakere,ginigera-arakere,5
ginigera,badagi,ginigera-badagi,6
ginigera,badami,ginigera-badami,7
ginigera,bagalkot,ginigera-bagalkot,5
ginigera,bagalkote,ginigera-bagalkote,8
ginigera,bailhongal,ginigera-bailhongal,1
ginigera,balehonnur,ginigera-balehonnur,5
ginigera,balehosur,ginigera-balehosur,27
ginigera,ballari,ginigera-ballari,2
ginigera,banavasi,ginigera-banavasi,3
ginigera,banhatti,ginigera-banhatti,2
ginigera,bankapura,ginigera-bankapura,20
ginigera,bannikoppa,ginigera-bannikoppa,11
ginigera,belagavi,ginigera-belagavi,2
ginigera,belahathi,ginigera-belahathi,8
ginigera,bellampalli,ginigera-bellampalli,1
ginigera,bellary,ginigera-bellary,1
ginigera,bellatti,ginigera-bellatti,9
ginigera,betageri,ginigera-betageri,48
ginigera,bevoor,ginigera-bevoor,1
ginigera,bewoor,ginigera-bewoor,7
ginigera,bhadravathi,ginigera-bhadravathi,1
ginigera,bhatkal,ginigera-bhatkal,38
ginigera,bilaki,ginigera-bilaki,1
ginigera,bilgi,ginigera-bilgi,9
ginigera,bisalkoppa,ginigera-bisalkoppa,8
ginigera,bommanahalli,ginigera-bommanahalli,10
ginigera,bommanalli,ginigera-bommanalli,2
ginigera,bommanhalli,ginigera-bommanhalli,4
ginigera,bramavara,ginigera-bramavara,6
ginigera,budani,ginigera-budani,8
ginigera,byadagi,ginigera-byadagi,28
ginigera,channagiri,ginigera-channagiri,1
ginigera,channal,ginigera-channal,1
ginigera,chikkerur,ginigera-chikkerur,20
ginigera,chitradurga,ginigera-chitradurga,2
ginigera,cholachagudda,ginigera-cholachagudda,7
ginigera,chornur,ginigera-chornur,4
ginigera,dambal,ginigera-dambal,3
ginigera,dandeli,ginigera-dandeli,42
ginigera,dasanakoppa,ginigera-dasanakoppa,1
ginigera,davanagere,ginigera-davanagere,12
ginigera,davangere,ginigera-davangere,25
ginigera,devanahally,ginigera-devanahally,8
ginigera,devihosur,ginigera-devihosur,3
ginigera,dharwad,ginigera-dharwad,21
ginigera,doddamane,ginigera-doddamane,2
ginigera,dodmane,ginigera-dodmane,2
ginigera,dotihal,ginigera-dotihal,7
ginigera,gadag,ginigera-gadag,10
ginigera,gajendragad,ginigera-gajendragad,12
ginigera,gangavathi,ginigera-gangavathi,34
ginigera,ghatprabha,ginigera-ghatprabha,1
ginigera,gokak,ginigera-gokak,3
ginigera,gokarna,ginigera-gokarna,1
ginigera,guledagudda,ginigera-guledagudda,2
ginigera,guttal,ginigera-guttal,6
ginigera,hagaribommanahalli,ginigera-hagaribommanahalli,12
ginigera,halageri,ginigera-halageri,3
ginigera,halavara,ginigera-halavara,1
ginigera,haliyal,ginigera-haliyal,13
ginigera,hampi,ginigera-hampi,2
ginigera,hamsagaru,ginigera-hamsagaru,2
ginigera,hanamanal,ginigera-hanamanal,6
ginigera,hangal,ginigera-hangal,37
ginigera,hanumanahalli,ginigera-hanumanahalli,6
ginigera,hanumasagara,ginigera-hanumasagara,10
ginigera,harapanahalli,ginigera-harapanahalli,7
ginigera,hattikeri,ginigera-hattikeri,4
ginigera,haunsbhavi,ginigera-haunsbhavi,18
ginigera,haveri,ginigera-haveri,58
ginigera,hebri,ginigera-hebri,2
ginigera,heggarani,ginigera-heggarani,14
ginigera,hirekerur,ginigera-hirekerur,16
ginigera,hiremagi,ginigera-hiremagi,2
ginigera,hiremyageri,ginigera-hiremyageri,9
ginigera,hiresindogi,ginigera-hiresindogi,8
ginigera,holalkere,ginigera-holalkere,1
ginigera,holalu,ginigera-holalu,10
ginigera,holealur,ginigera-holealur,1
ginigera,honnavar,ginigera-honnavar,15
ginigera,hosahalli,ginigera-hosahalli,4
ginigera,hosapete,ginigera-hosapete,16
ginigera,hosaritti,ginigera-hosaritti,1
ginigera,hospet,ginigera-hospet,3
ginigera,hubballi,ginigera-hubballi,25
ginigera,hubli,ginigera-hubli,31
ginigera,hulekere,ginigera-hulekere,1
ginigera,hulikal,ginigera-hulikal,1
ginigera,hulkoti,ginigera-hulkoti,4
ginigera,hullur,ginigera-hullur,2
ginigera,hungund,ginigera-hungund,2
ginigera,huvina_hadagali,ginigera-huvina_hadagali,3
ginigera,ilkal,ginigera-ilkal,3
ginigera,itagi,ginigera-itagi,2
ginigera,ittige,ginigera-ittige,6
ginigera,kabbur,ginigera-kabbur,12
ginigera,kadaba,ginigera-kadaba,1
ginigera,kaginelli,ginigera-kaginelli,3
ginigera,kaiga,ginigera-kaiga,2
ginigera,kaladgi,ginigera-kaladgi,2
ginigera,kamadod,ginigera-kamadod,6
ginigera,kamalapur,ginigera-kamalapur,1
ginigera,kampli,ginigera-kampli,1
ginigera,kanakagiri,ginigera-kanakagiri,10
ginigera,kandakur,ginigera-kandakur,1
ginigera,kannur,ginigera-kannur,2
ginigera,kansur,ginigera-kansur,6
ginigera,karad,ginigera-karad,2
ginigera,karatagi,ginigera-karatagi,8
ginigera,karkala,ginigera-karkala,5
ginigera,karki,ginigera-karki,1
ginigera,karwar,ginigera-karwar,42
ginigera,katageri,ginigera-katageri,2
ginigera,kathige,ginigera-kathige,2
ginigera,kaup,ginigera-kaup,4
ginigera,kavalakki,ginigera-kavalakki,1
ginigera,kerur,ginigera-kerur,2
ginigera,kinnal,ginigera-kinnal,7
ginigera,kinner,ginigera-kinner,2
ginigera,kodi_halli,ginigera-kodi_halli,2
ginigera,kokkarne,ginigera-kokkarne,4
ginigera,konnur,ginigera-konnur,5
ginigera,koppa,ginigera-koppa,2
ginigera,koppal,ginigera-koppal,27
ginigera,kotihal,ginigera-kotihal,1
ginigera,kotturu,ginigera-kotturu,6
ginigera,koujalagi_tota,ginigera-koujalagi_tota,1
ginigera,kudatini,ginigera-kudatini,77
ginigera,kudligi,ginigera-kudligi,9
ginigera,kudrugi,ginigera-kudrugi,1
ginigera,kuknoor,ginigera-kuknoor,2
ginigera,kulgeri,ginigera-kulgeri,1
ginigera,kumta,ginigera-kumta,5
ginigera,kunchuru,ginigera-kunchuru,3
ginigera,kushtagi,ginigera-kushtagi,23
ginigera,kuthuparamba,ginigera-kuthuparamba,2
ginigera,laxmeshwar,ginigera-laxmeshwar,54
ginigera,lokapur,ginigera-lokapur,6
ginigera,majali,ginigera-majali,6
ginigera,malagi,ginigera-malagi,6
ginigera,malgi,ginigera-malgi,1
ginigera,mallapur,ginigera-mallapur,1
ginigera,manaki,ginigera-manaki,2
ginigera,manchenahalli,ginigera-manchenahalli,1
ginigera,manchikere,ginigera-manchikere,1
ginigera,mangalore,ginigera-mangalore,2
ginigera,mangaluru,ginigera-mangaluru,18
ginigera,manki,ginigera-manki,10
ginigera,manmane,ginigera-manmane,3
ginigera,manmani,ginigera-manmani,1
ginigera,masur,ginigera-masur,26
ginigera,mavingundi,ginigera-mavingundi,1
ginigera,mudbidri,ginigera-mudbidri,7
ginigera,mudhol,ginigera-mudhol,4
ginigera,mulgund,ginigera-mulgund,11
ginigera,mundargi,ginigera-mundargi,12
ginigera,mundgod,ginigera-mundgod,6
ginigera,mundgodu,ginigera-mundgodu,11
ginigera,munirabad,ginigera-munirabad,1
ginigera,murdeshwar,ginigera-murdeshwar,7
ginigera,nainegali,ginigera-nainegali,1
ginigera,nandihalli,ginigera-nandihalli,1
ginigera,nanjangud,ginigera-nanjangud,1
ginigera,naregal,ginigera-naregal,2
ginigera,nargund,ginigera-nargund,51
ginigera,navanagar,ginigera-navanagar,2
ginigera,nava_nagara,ginigera-nava_nagara,1
ginigera,navnagar,ginigera-navnagar,4
ginigera,neelagund,ginigera-neelagund,1
ginigera,neelagunda,ginigera-neelagunda,2
ginigera,nejjur,ginigera-nejjur,2
ginigera,nidagundi,ginigera-nidagundi,1
ginigera,nilogipur,ginigera-nilogipur,3
ginigera,onikeri,ginigera-onikeri,1
ginigera,pachapur,ginigera-pachapur,1
ginigera,padubidri,ginigera-padubidri,2
ginigera,perundurai,ginigera-perundurai,2
ginigera,pothnal,ginigera-pothnal,1
ginigera,puttur,ginigera-puttur,2
ginigera,rabkavi,ginigera-rabkavi,1
ginigera,ragihosalli,ginigera-ragihosalli,2
ginigera,raichur,ginigera-raichur,2
ginigera,ramdurg,ginigera-ramdurg,2
ginigera,ranebennur,ginigera-ranebennur,36
ginigera,rattihalli,ginigera-rattihalli,1
ginigera,rona,ginigera-rona,10
ginigera,sagar,ginigera-sagar,1
ginigera,salkani,ginigera-salkani,1
ginigera,sandur,ginigera-sandur,2
ginigera,savalagi,ginigera-savalagi,2
ginigera,savanur,ginigera-savanur,35
ginigera,shiggaon,ginigera-shiggaon,24
ginigera,shigli,ginigera-shigli,26
ginigera,shirahatti,ginigera-shirahatti,45
ginigera,shiralakoppa,ginigera-shiralakoppa,1
ginigera,shirali,ginigera-shirali,20
ginigera,shirva,ginigera-shirva,1
ginigera,siddakatte,ginigera-siddakatte,2
ginigera,siddapura,ginigera-siddapura,18
ginigera,sirsi,ginigera-sirsi,68
ginigera,siruguppa,ginigera-siruguppa,4
ginigera,sonagijaddi,ginigera-sonagijaddi,1
ginigera,sonda,ginigera-sonda,7
ginigera,sriramanagara,ginigera-sriramanagara,1
ginigera,srirampura,ginigera-srirampura,3
ginigera,sudi,ginigera-sudi,9
ginigera,tadas,ginigera-tadas,1
ginigera,talakal,ginigera-talakal,40
ginigera,tarihal,ginigera-tarihal,3
ginigera,tavargeri,ginigera-tavargeri,2
ginigera,tawargeri,ginigera-tawargeri,1
ginigera,telagi,ginigera-telagi,2
ginigera,terdal,ginigera-terdal,2
ginigera,thalapady_jhc,ginigera-thalapady_jhc,1
ginigera,thambrahalli,ginigera-thambrahalli,3
ginigera,tilavalli,ginigera-tilavalli,12
ginigera,tilvalli,ginigera-tilvalli,4
ginigera,toranagallu,ginigera-toranagallu,1
ginigera,toravi,ginigera-toravi,1
ginigera,tuminakatte,ginigera-tuminakatte,24
ginigera,udupi,ginigera-udupi,76
ginigera,ujire,ginigera-ujire,1
ginigera,ujjini,ginigera-ujjini,1
ginigera,ukkadagatri,ginigera-ukkadagatri,1
ginigera,umachagi,ginigera-umachagi,1
ginigera,uppinangady,ginigera-uppinangady,1
ginigera,uttur,ginigera-uttur,1
ginigera,vanahalli,ginigera-vanahalli,7
ginigera,vellikulam,ginigera-vellikulam,3
ginigera,verna,ginigera-verna,2
ginigera,vijayanagar,ginigera-vijayanagar,2
ginigera,yelburga,ginigera-yelburga,5
girnare,bhiwandi,girnare-bhiwandi,81
girnare,manchar,girnare-manchar,17
girnare,nashik,girnare-nashik,1
gnt,allapadu,gnt-allapadu,1
gnt,anantapur,gnt-anantapur,3
gnt,avanigadda,gnt-avanigadda,1
gnt,bachupalle,gnt-bachupalle,5
gnt,bantumilli,gnt-bantumilli,1
gnt,bengaluru,gnt-bengaluru,1
gnt,bhimadole,gnt-bhimadole,1
gnt,chilakaluripet,gnt-chilakaluripet,1
gnt,eluru,gnt-eluru,1
gnt,hyderabad,gnt-hyderabad,29
gnt,kagaznagar,gnt-kagaznagar,1
gnt,kalwakurthy,gnt-kalwakurthy,1
gnt,kolhapur,gnt-kolhapur,3
gnt,miyapur,gnt-miyapur,1
gnt,nacharam,gnt-nacharam,2
gnt,nagari,gnt-nagari,4
gnt,nimmaluru,gnt-nimmaluru,3
gnt,nlr,gnt-nlr,1
gnt,pydibimavaram,gnt-pydibimavaram,1
gnt,srikakulam,gnt-srikakulam,1
gnt,tanuku,gnt-tanuku,4
gnt,tirupati,gnt-tirupati,400
gnt,vijayawada,gnt-vijayawada,3
gnt,visakhapatnam,gnt-visakhapatnam,1
gnt,vizianagaram,gnt-vizianagaram,2
godhra,ambala,godhra-ambala,5
godhra,bengaluru,godhra-bengaluru,2
godhra,bharuch,godhra-bharuch,1
godhra,bhiwandi,godhra-bhiwandi,8
godhra,coimbatore,godhra-coimbatore,2
godhra,pune,godhra-pune,4
godhra,surat,godhra-surat,3
gollapudi,gnt,gollapudi-gnt,1
gollapudi,ramavarapadu,gollapudi-ramavarapadu,1
gorakhpur,kanpur,gorakhpur-kanpur,2
